1709583600, 2, 85
1709583600, 3, 104
1709583600, 4, 50
1709583600, 5, 94
1709583900, 1, 50
1709583900, 2, 72
1709583900, 3, 43
1709583900, 4, 33
1709583900, 5, 76
1709584200, 1, 58
1709584200, 2, 63
1709584200, 3, 46
1709584200, 4, 62
1709584200, 5, 32
1709584500, 1, 62
1709584500, 2, 29
1709584500, 3, 20
1709584500, 4, 31
1709584500, 5, 24
1709584800, 1, 27
1709584800, 2, 38
1709584800, 3, 43
1709584800, 4, 38
1709584800, 5, 75
1709585100, 1, 45
1709585100, 2, 77
1709585100, 3, 34
1709585100, 4, 63
1709585100, 5, 99
1709585400, 1, 34
1709585400, 2, 53
1709585400, 3, 47
1709585400, 4, 23
1709585400, 5, 69
1709585700, 1, 46
1709585700, 2, 66
1709585700, 3, 42
1709585700, 4, 49
1709585700, 5, 37
1709586000, 1, 36
1709586000, 2, 56
1709586000, 3, 55
1709586000, 4, 62
1709586000, 5, 8
1709586300, 1, 65
1709586300, 2, 28
1709586300, 3, 68
1709586300, 4, 50
1709586300, 5, 48
1709586600, 1, 57
1709586600, 2, 49
1709586600, 3, 95
1709586600, 4, 42
1709586600, 5, 46
1709586900, 1, 25
1709586900, 2, 70
1709586900, 3, 50
1709586900, 4, 22
1709586900, 5, 67
1709587200, 1, 0
1709587200, 2, 52
1709587200, 3, 85
1709587200, 4, 32
1709587200, 5, 55
1709587500, 1, 64
1709587500, 2, 37
1709587500, 3, 27
1709587500, 4, 51
1709587500, 5, 65
1709587800, 1, 60
1709587800, 2, 66
1709587800, 3, 90
1709587800, 4, 7
1709587800, 5, 52
1709588100, 1, 51
1709588100, 2, 109
1709588100, 3, 80
1709588100, 4, 52
1709588100, 5, 74
1709588400, 1, 100
1709588400, 2, 40
1709588400, 3, 31
1709588400, 4, 27
1709588400, 5, 28
1709588700, 1, 22
1709588700, 2, 15
1709588700, 3, 53
1709588700, 4, 56
1709588700, 5, 43
1709589000, 1, 57
1709589000, 2, 65
1709589000, 3, 2
1709589000, 4, 60
1709589000, 5, 49
1709589300, 1, 74
1709589300, 2, 20
1709589300, 3, 50
1709589300, 4, 67
1709589300, 5, 48
1709589600, 1, 71
1709589600, 2, 49
1709589600, 3, 64
1709589600, 4, 56
1709589600, 5, 53
1709589900, 1, 73
1709589900, 2, 58
1709589900, 3, 48
1709589900, 4, 11
1709589900, 5, 57
1709590200, 1, 93
1709590200, 2, 49
1709590200, 3, 24
1709590200, 4, 18
1709590200, 5, 69
1709590500, 1, 40
1709590500, 2, 84
1709590500, 3, 0
1709590500, 4, 72
1709590500, 5, 58
1709590800, 1, 11
1709590800, 2, 44
1709590800, 3, 42
1709590800, 4, 36
1709590800, 5, 40
1709591100, 1, 40
1709591100, 2, 11
1709591100, 3, 44
1709591100, 4, 49
1709591100, 5, 43
1709591400, 1, 33
1709591400, 2, 70
1709591400, 3, 53
1709591400, 4, 61
1709591400, 5, 53
1709591700, 1, 68
1709591700, 2, 58
1709591700, 3, 89
1709591700, 4, 61
1709591700, 5, 63
1709592000, 1, 27
1709592000, 2, 55
1709592000, 3, 59
1709592000, 4, 88
1709592000, 5, 94
1709592300, 1, 45
1709592300, 2, 12
1709592300, 3, 54
1709592300, 4, 43
1709592300, 5, 50
1709592600, 1, 39
1709592600, 2, 60
1709592600, 3, 20
1709592600, 4, 58
1709592600, 5, 54
1709592900, 1, 76
1709592900, 2, 48
1709592900, 3, 50
1709592900, 4, 57
1709592900, 5, 0
1709593200, 1, 43
1709593200, 2, 45
1709593200, 3, 42
1709593200, 4, 64
1709593200, 5, 35
1709593500, 1, 30
1709593500, 2, 84
1709593500, 3, 59
1709593500, 4, 41
1709593500, 5, 32
1709593800, 1, 62
1709593800, 2, 48
1709593800, 3, 96
1709593800, 4, 39
1709593800, 5, 43
1709594100, 1, 60
1709594100, 2, 51
1709594100, 3, 59
1709594100, 4, 50
1709594100, 5, 49
1709594400, 1, 96
1709594400, 2, 66
1709594400, 3, 51
1709594400, 4, 81
1709594400, 5, 37
1709594700, 1, 46
1709594700, 2, 36
1709594700, 3, 65
1709594700, 4, 18
1709594700, 5, 70
1709595000, 1, 63
1709595000, 2, 65
1709595000, 3, 33
1709595000, 4, 47
1709595000, 5, 73
1709595300, 1, 48
1709595300, 2, 62
1709595300, 3, 99
1709595300, 4, 7
1709595300, 5, 76
1709595600, 1, 57
1709595600, 2, 46
1709595600, 3, 73
1709595600, 4, 30
1709595600, 5, 48
1709595900, 1, 77
1709595900, 2, 8
1709595900, 3, 23
1709595900, 4, 33
1709595900, 5, 55
1709596200, 1, 18
1709596200, 2, 47
1709596200, 3, 45
1709596200, 4, 49
1709596200, 5, 78
1709596500, 1, 56
1709596500, 2, 59
1709596500, 3, 63
1709596500, 4, 55
1709596500, 5, 63
1709596800, 1, 56
1709596800, 2, 16
1709596800, 3, 32
1709596800, 4, 63
1709596800, 5, 52
1709597100, 1, 43
1709597100, 2, 72
1709597100, 3, 68
1709597100, 4, 14
1709597100, 5, 59
1709597400, 1, 82
1709597400, 2, 63
1709597400, 3, 39
1709597400, 4, 29
1709597400, 5, 45
1709597700, 1, 10
1709597700, 2, 42
1709597700, 3, 44
1709597700, 4, 45
1709597700, 5, 46
1709598000, 1, 40
1709598000, 2, 60
1709598000, 3, 56
1709598000, 4, 65
1709598000, 5, 52
1709598300, 1, 32
1709598300, 2, 66
1709598300, 3, 62
1709598300, 4, 48
1709598300, 5, 40
1709598600, 1, 35
1709598600, 2, 43
1709598600, 3, 48
1709598600, 4, 75
1709598600, 5, 42
1709598900, 1, 28
1709598900, 2, 49
1709598900, 3, 38
1709598900, 4, 45
1709598900, 5, 88
1709599200, 1, 60
1709599200, 2, 71
1709599200, 3, 24
1709599200, 4, 61
1709599200, 5, 35
1709599500, 1, 37
1709599500, 2, 53
1709599500, 3, 76
1709599500, 4, 68
1709599500, 5, 64
1709599800, 1, 89
1709599800, 2, 75
1709599800, 3, 42
1709599800, 4, 60
1709599800, 5, 59
1709600100, 1, 59
1709600100, 2, 43
1709600100, 3, 19
1709600100, 4, 39
1709600100, 5, 55
1709600400, 1, 48
1709600400, 2, 38
1709600400, 3, 73
1709600400, 4, 56
1709600400, 5, 27
1709600700, 1, 29
1709600700, 2, 65
1709600700, 3, 24
1709600700, 4, 63
1709600700, 5, 59
1709601000, 1, 59
1709601000, 2, 58
1709601000, 3, 69
1709601000, 4, 68
1709601000, 5, 24
1709601300, 1, 58
1709601300, 2, 29
1709601300, 3, 30
1709601300, 4, 74
1709601300, 5, 68
1709601600, 1, 44
1709601600, 2, 37
1709601600, 3, 68
1709601600, 4, 68
1709601600, 5, 32
1709601900, 1, 43
1709601900, 2, 82
1709601900, 3, 44
1709601900, 4, 66
1709601900, 5, 64
1709602200, 1, 47
1709602200, 2, 57
1709602200, 3, 36
1709602200, 4, 71
1709602200, 5, 46
1709602500, 1, 55
1709602500, 2, 57
1709602500, 3, 48
1709602500, 4, 67
1709602500, 5, 25
1709602800, 1, 76
1709602800, 2, 56
1709602800, 3, 28
1709602800, 4, 51
1709602800, 5, 52
1709603100, 1, 39
1709603100, 2, 44
1709603100, 3, 32
1709603100, 4, 79
1709603100, 5, 74
1709603400, 1, 29
1709603400, 2, 30
1709603400, 3, 71
1709603400, 4, 66
1709603400, 5, 48
1709603700, 1, 10
1709603700, 2, 23
1709603700, 3, 41
1709603700, 4, 57
1709603700, 5, 33
1709604000, 1, 82
1709604000, 2, 76
1709604000, 3, 26
1709604000, 4, 58
1709604000, 5, 44
1709604300, 1, 32
1709604300, 2, 42
1709604300, 3, 50
1709604300, 4, 47
1709604300, 5, 29
1709604600, 1, 62
1709604600, 2, 51
1709604600, 3, 62
1709604600, 4, 60
1709604600, 5, 52
1709604900, 1, 45
1709604900, 2, 93
1709604900, 3, 25
1709604900, 4, 23
1709604900, 5, 39
1709605200, 1, 44
1709605200, 2, 91
1709605200, 3, 26
1709605200, 4, 58
1709605200, 5, 91
1709605500, 1, 38
1709605500, 2, 41
1709605500, 3, 76
1709605500, 4, 32
1709605500, 5, 26
1709605800, 1, 51
1709605800, 2, 73
1709605800, 3, 39
1709605800, 4, 41
1709605800, 5, 76
1709606100, 1, 45
1709606100, 2, 49
1709606100, 3, 74
1709606100, 4, 16
1709606100, 5, 54
1709606400, 1, 4
1709606400, 2, 92
1709606400, 3, 38
1709606400, 4, 45
1709606400, 5, 59
1709606700, 1, 66
1709606700, 2, 69
1709606700, 3, 48
1709606700, 4, 46
1709606700, 5, 43
1709607000, 1, 22
1709607000, 2, 45
1709607000, 3, 74
1709607000, 4, 63
1709607000, 5, 35
1709607300, 1, 7
1709607300, 2, 44
1709607300, 3, 40
1709607300, 4, 93
1709607300, 5, 49
1709607600, 1, 52
1709607600, 2, 31
1709607600, 3, 65
1709607600, 4, 54
1709607600, 5, 84
1709607900, 1, 47
1709607900, 2, 36
1709607900, 3, 55
1709607900, 4, 87
1709607900, 5, 65
1709608200, 1, 42
1709608200, 2, 39
1709608200, 3, 69
1709608200, 4, 32
1709608200, 5, 89
1709608500, 1, 82
1709608500, 2, 51
1709608500, 3, 29
1709608500, 4, 31
1709608500, 5, 48
1709608800, 1, 41
1709608800, 2, 67
1709608800, 3, 72
1709608800, 4, 41
1709608800, 5, 0
1709609100, 1, 15
1709609100, 2, 53
1709609100, 3, 49
1709609100, 4, 65
1709609100, 5, 40
1709609400, 1, 45
1709609400, 2, 43
1709609400, 3, 44
1709609400, 4, 50
1709609400, 5, 59
1709609700, 1, 40
1709609700, 2, 53
1709609700, 3, 15
1709609700, 4, 63
1709609700, 5, 47
1709610000, 1, 61
1709610000, 2, 44
1709610000, 3, 78
1709610000, 4, 76
1709610000, 5, 18
1709610300, 1, 40
1709610300, 2, 36
1709610300, 3, 0
1709610300, 4, 49
1709610300, 5, 40
1709610600, 1, 43
1709610600, 2, 12
1709610600, 3, 57
1709610600, 4, 55
1709610600, 5, 37
1709610900, 1, 54
1709610900, 2, 87
1709610900, 3, 54
1709610900, 4, 82
1709610900, 5, 70
1709611200, 1, 31
1709611200, 2, 79
1709611200, 3, 6
1709611200, 4, 47
1709611200, 5, 51
1709611500, 1, 50
1709611500, 2, 37
1709611500, 3, 60
1709611500, 4, 61
1709611500, 5, 34
1709611800, 1, 50
1709611800, 2, 41
1709611800, 3, 55
1709611800, 4, 45
1709611800, 5, 45
1709612100, 1, 52
1709612100, 2, 22
1709612100, 3, 67
1709612100, 4, 48
1709612100, 5, 50
1709612400, 1, 18
1709612400, 2, 29
1709612400, 3, 39
1709612400, 4, 51
1709612400, 5, 95
1709612700, 1, 65
1709612700, 2, 73
1709612700, 3, 43
1709612700, 4, 71
1709612700, 5, 82
1709613000, 1, 38
1709613000, 2, 70
1709613000, 3, 68
1709613000, 4, 76
1709613000, 5, 75
1709613300, 1, 103
1709613300, 2, 31
1709613300, 3, 18
1709613300, 4, 46
1709613300, 5, 39
1709613600, 1, 46
1709613600, 2, 28
1709613600, 3, 35
1709613600, 4, 36
1709613600, 5, 30
1709613900, 1, 88
1709613900, 2, 85
1709613900, 3, 41
1709613900, 4, 41
1709613900, 5, 22
1709614200, 1, 82
1709614200, 2, 1
1709614200, 3, 53
1709614200, 4, 45
1709614200, 5, 58
1709614500, 1, 72
1709614500, 2, 68
1709614500, 3, 41
1709614500, 4, 29
1709614500, 5, 65
1709614800, 1, 90
1709614800, 2, 52
1709614800, 3, 54
1709614800, 4, 77
1709614800, 5, 32
1709615100, 1, 56
1709615100, 2, 66
1709615100, 3, 52
1709615100, 4, 63
1709615100, 5, 44
1709615400, 1, 52
1709615400, 2, 52
1709615400, 3, 66
1709615400, 4, 57
1709615400, 5, 52
1709615700, 1, 63
1709615700, 2, 68
1709615700, 3, 59
1709615700, 4, 47
1709615700, 5, 38
1709616000, 1, 16
1709616000, 2, 65
1709616000, 3, 45
1709616000, 4, 74
1709616000, 5, 61
1709616300, 1, 55
1709616300, 2, 36
1709616300, 3, 62
1709616300, 4, 57
1709616300, 5, 53
1709616600, 1, 54
1709616600, 2, 29
1709616600, 3, 72
1709616600, 4, 24
1709616600, 5, 52
1709616900, 1, 48
1709616900, 2, 61
1709616900, 3, 42
1709616900, 4, 77
1709616900, 5, 67
1709617200, 1, 61
1709617200, 2, 53
1709617200, 3, 47
1709617200, 4, 45
1709617200, 5, 35
1709617500, 1, 69
1709617500, 2, 0
1709617500, 3, 34
1709617500, 4, 51
1709617500, 5, 46
1709617800, 1, 68
1709617800, 2, 47
1709617800, 3, 65
1709617800, 4, 70
1709617800, 5, 42
1709618100, 1, 66
1709618100, 2, 34
1709618100, 3, 39
1709618100, 4, 72
1709618100, 5, 63
1709618400, 1, 56
1709618400, 2, 57
1709618400, 3, 45
1709618400, 4, 77
1709618400, 5, 73
1709618700, 1, 34
1709618700, 2, 47
1709618700, 3, 62
1709618700, 4, 54
1709618700, 5, 41
1709619000, 1, 41
1709619000, 2, 82
1709619000, 3, 62
1709619000, 4, 68
1709619000, 5, 70
1709619300, 1, 11
1709619300, 2, 31
1709619300, 3, 47
1709619300, 4, 68
1709619300, 5, 21
1709619600, 1, 39
1709619600, 2, 50
1709619600, 3, 34
1709619600, 4, 69
1709619600, 5, 59
1709619900, 1, 49
1709619900, 2, 73
1709619900, 3, 70
1709619900, 4, 22
1709619900, 5, 41
1709620200, 1, 40
1709620200, 2, 52
1709620200, 3, 64
1709620200, 4, 69
1709620200, 5, 24
1709620500, 1, 48
1709620500, 2, 44
1709620500, 3, 71
1709620500, 4, 55
1709620500, 5, 55
1709620800, 1, 41
1709620800, 2, 53
1709620800, 3, 43
1709620800, 4, 86
1709620800, 5, 37
1709621100, 1, 44
1709621100, 2, 58
1709621100, 3, 56
1709621100, 4, 58
1709621100, 5, 48
1709621400, 1, 75
1709621400, 2, 6
1709621400, 3, 5
1709621400, 4, 58
1709621400, 5, 23
1709621700, 1, 42
1709621700, 2, 81
1709621700, 3, 43
1709621700, 4, 50
1709621700, 5, 71
1709622000, 1, 24
1709622000, 2, 59
1709622000, 3, 54
1709622000, 4, 73
1709622000, 5, 55
1709622300, 1, 28
1709622300, 2, 40
1709622300, 3, 29
1709622300, 4, 56
1709622300, 5, 47
1709622600, 1, 41
1709622600, 2, 85
1709622600, 3, 69
1709622600, 4, 30
1709622600, 5, 42
1709622900, 1, 61
1709622900, 2, 62
1709622900, 3, 76
1709622900, 4, 58
1709622900, 5, 34
1709623200, 1, 50
1709623200, 2, 69
1709623200, 3, 67
1709623200, 4, 89
1709623200, 5, 32
1709623500, 1, 71
1709623500, 2, 65
1709623500, 3, 30
1709623500, 4, 43
1709623500, 5, 18
1709623800, 1, 35
1709623800, 2, 20
1709623800, 3, 73
1709623800, 4, 90
1709623800, 5, 49
1709624100, 1, 18
1709624100, 2, 30
1709624100, 3, 46
1709624100, 4, 13
1709624100, 5, 9
1709624400, 1, 56
1709624400, 2, 41
1709624400, 3, 12
1709624400, 4, 74
1709624400, 5, 50
1709624700, 1, 46
1709624700, 2, 34
1709624700, 3, 75
1709624700, 4, 60
1709624700, 5, 49
1709625000, 1, 64
1709625000, 2, 20
1709625000, 3, 58
1709625000, 4, 52
1709625000, 5, 71
1709625300, 1, 1
1709625300, 2, 29
1709625300, 3, 51
1709625300, 4, 31
1709625300, 5, 70
1709625600, 1, 74
1709625600, 2, 73
1709625600, 3, 71
1709625600, 4, 97
1709625600, 5, 34
1709625900, 1, 43
1709625900, 2, 86
1709625900, 3, 20
1709625900, 4, 31
1709625900, 5, 79
1709626200, 1, 40
1709626200, 2, 49
1709626200, 3, 61
1709626200, 4, 44
1709626200, 5, 81
1709626500, 1, 24
1709626500, 2, 45
1709626500, 3, 83
1709626500, 4, 85
1709626500, 5, 48
1709626800, 1, 49
1709626800, 2, 31
1709626800, 3, 65
1709626800, 4, 42
1709626800, 5, 59
1709627100, 1, 56
1709627100, 2, 90
1709627100, 3, 30
1709627100, 4, 33
1709627100, 5, 48
1709627400, 1, 82
1709627400, 2, 29
1709627400, 3, 50
1709627400, 4, 32
1709627400, 5, 46
1709627700, 1, 30
1709627700, 2, 25
1709627700, 3, 40
1709627700, 4, 70
1709627700, 5, 44
1709628000, 1, 27
1709628000, 2, 59
1709628000, 3, 44
1709628000, 4, 17
1709628000, 5, 16
1709628300, 1, 52
1709628300, 2, 56
1709628300, 3, 28
1709628300, 4, 66
1709628300, 5, 18
1709628600, 1, 62
1709628600, 2, 27
1709628600, 3, 55
1709628600, 4, 34
1709628600, 5, 70
1709628900, 1, 61
1709628900, 2, 30
1709628900, 3, 59
1709628900, 4, 45
1709628900, 5, 34
1709629200, 1, 52
1709629200, 2, 27
1709629200, 3, 59
1709629200, 4, 67
1709629200, 5, 46
1709629500, 1, 63
1709629500, 2, 47
1709629500, 3, 67
1709629500, 4, 50
1709629500, 5, 43
1709629800, 1, 31
1709629800, 2, 39
1709629800, 3, 50
1709629800, 4, 82
1709629800, 5, 23
1709630100, 1, 55
1709630100, 2, 44
1709630100, 3, 66
1709630100, 4, 48
1709630100, 5, 67
1709630400, 1, 63
1709630400, 2, 79
1709630400, 3, 51
1709630400, 4, 50
1709630400, 5, 50
1709630700, 1, 27
1709630700, 2, 21
1709630700, 3, 73
1709630700, 4, 66
1709630700, 5, 88
1709631000, 1, 45
1709631000, 2, 77
1709631000, 3, 54
1709631000, 4, 82
1709631000, 5, 22
1709631300, 1, 64
1709631300, 2, 51
1709631300, 3, 40
1709631300, 4, 43
1709631300, 5, 60
1709631600, 1, 47
1709631600, 2, 62
1709631600, 3, 58
1709631600, 4, 37
1709631600, 5, 38
1709631900, 1, 23
1709631900, 2, 47
1709631900, 3, 37
1709631900, 4, 13
1709631900, 5, 39
1709632200, 1, 51
1709632200, 2, 9
1709632200, 3, 43
1709632200, 4, 54
1709632200, 5, 77
1709632500, 1, 65
1709632500, 2, 68
1709632500, 3, 30
1709632500, 4, 66
1709632500, 5, 46
1709632800, 1, 17
1709632800, 2, 35
1709632800, 3, 31
1709632800, 4, 30
1709632800, 5, 54
1709633100, 1, 49
1709633100, 2, 87
1709633100, 3, 77
1709633100, 4, 88
1709633100, 5, 49
1709633400, 1, 32
1709633400, 2, 72
1709633400, 3, 54
1709633400, 4, 17
1709633400, 5, 77
1709633700, 1, 63
1709633700, 2, 65
1709633700, 3, 20
1709633700, 4, 52
1709633700, 5, 56
1709634000, 1, 16
1709634000, 2, 40
1709634000, 3, 62
1709634000, 4, 63
1709634000, 5, 58
1709634300, 1, 59
1709634300, 2, 54
1709634300, 3, 63
1709634300, 4, 57
1709634300, 5, 46
1709634600, 1, 13
1709634600, 2, 53
1709634600, 3, 42
1709634600, 4, 76
1709634600, 5, 55
1709634900, 1, 92
1709634900, 2, 74
1709634900, 3, 67
1709634900, 4, 32
1709634900, 5, 51
1709635200, 1, 63
1709635200, 2, 44
1709635200, 3, 64
1709635200, 4, 70
1709635200, 5, 57
1709635500, 1, 58
1709635500, 2, 51
1709635500, 3, 64
1709635500, 4, 55
1709635500, 5, 43
1709635800, 1, 48
1709635800, 2, 81
1709635800, 3, 33
1709635800, 4, 98
1709635800, 5, 63
1709636100, 1, 32
1709636100, 2, 78
1709636100, 3, 33
1709636100, 4, 79
1709636100, 5, 32
1709636400, 1, 46
1709636400, 2, 55
1709636400, 3, 74
1709636400, 4, 54
1709636400, 5, 62
1709636700, 1, 51
1709636700, 2, 22
1709636700, 3, 49
1709636700, 4, 67
1709636700, 5, 47
1709637000, 1, 57
1709637000, 2, 76
1709637000, 3, 89
1709637000, 4, 55
1709637000, 5, 104
1709637300, 1, 17
1709637300, 2, 27
1709637300, 3, 62
1709637300, 4, 43
1709637300, 5, 51
1709637600, 1, 65
1709637600, 2, 61
1709637600, 3, 79
1709637600, 4, 5
1709637600, 5, 58
1709637900, 1, 34
1709637900, 2, 71
1709637900, 3, 79
1709637900, 4, 50
1709637900, 5, 53
1709638200, 1, 77
1709638200, 2, 48
1709638200, 3, 14
1709638200, 4, 60
1709638200, 5, 32
1709638500, 1, 86
1709638500, 2, 60
1709638500, 3, 56
1709638500, 4, 32
1709638500, 5, 47
1709638800, 1, 30
1709638800, 2, 51
1709638800, 3, 30
1709638800, 4, 40
1709638800, 5, 17
1709639100, 1, 24
1709639100, 2, 40
1709639100, 3, 61
1709639100, 4, 36
1709639100, 5, 56
1709639400, 1, 30
1709639400, 2, 73
1709639400, 3, 87
1709639400, 4, 22
1709639400, 5, 35
1709639700, 1, 38
1709639700, 2, 21
1709639700, 3, 26
1709639700, 4, 29
1709639700, 5, 35
1709640000, 1, 45
1709640000, 2, 60
1709640000, 3, 48
1709640000, 4, 34
1709640000, 5, 69
1709640300, 1, 33
1709640300, 2, 87
1709640300, 3, 19
1709640300, 4, 43
1709640300, 5, 31
1709640600, 1, 77
1709640600, 2, 42
1709640600, 3, 60
1709640600, 4, 81
1709640600, 5, 42
1709640900, 1, 31
1709640900, 2, 45
1709640900, 3, 60
1709640900, 4, 26
1709640900, 5, 38
1709641200, 1, 57
1709641200, 2, 54
1709641200, 3, 52
1709641200, 4, 44
1709641200, 5, 40
1709641500, 1, 27
1709641500, 2, 103
1709641500, 3, 70
1709641500, 4, 18
1709641500, 5, 24
1709641800, 1, 59
1709641800, 2, 40
1709641800, 3, 64
1709641800, 4, 60
1709641800, 5, 39
1709642100, 1, 92
1709642100, 2, 31
1709642100, 3, 59
1709642100, 4, 69
1709642100, 5, 34
1709642400, 1, 62
1709642400, 2, 66
1709642400, 3, 32
1709642400, 4, 35
1709642400, 5, 41
1709642700, 1, 59
1709642700, 2, 73
1709642700, 3, 101
1709642700, 4, 44
1709642700, 5, 28
1709643000, 1, 24
1709643000, 2, 95
1709643000, 3, 42
1709643000, 4, 37
1709643000, 5, 8
1709643300, 1, 45
1709643300, 2, 58
1709643300, 3, 43
1709643300, 4, 42
1709643300, 5, 51
1709643600, 1, 55
1709643600, 2, 46
1709643600, 3, 0
1709643600, 4, 50
1709643600, 5, 111
1709643900, 1, 49
1709643900, 2, 70
1709643900, 3, 63
1709643900, 4, 68
1709643900, 5, 79
1709644200, 1, 60
1709644200, 2, 19
1709644200, 3, 46
1709644200, 4, 0
1709644200, 5, 37
1709644500, 1, 48
1709644500, 2, 49
1709644500, 3, 47
1709644500, 4, 43
1709644500, 5, 69
1709644800, 1, 28
1709644800, 2, 44
1709644800, 3, 37
1709644800, 4, 68
1709644800, 5, 55
1709645100, 1, 77
1709645100, 2, 37
1709645100, 3, 47
1709645100, 4, 63
1709645100, 5, 35
1709645400, 1, 64
1709645400, 2, 22
1709645400, 3, 1
1709645400, 4, 48
1709645400, 5, 48
1709645700, 1, 46
1709645700, 2, 48
1709645700, 3, 46
1709645700, 4, 15
1709645700, 5, 44
1709646000, 1, 4
1709646000, 2, 42
1709646000, 3, 83
1709646000, 4, 59
1709646000, 5, 74
1709646300, 1, 55
1709646300, 2, 47
1709646300, 3, 54
1709646300, 4, 44
1709646300, 5, 48
1709646600, 1, 37
1709646600, 2, 47
1709646600, 3, 41
1709646600, 4, 60
1709646600, 5, 26
1709646900, 1, 61
1709646900, 2, 53
1709646900, 3, 51
1709646900, 4, 51
1709646900, 5, 60
1709647200, 1, 49
1709647200, 2, 60
1709647200, 3, 59
1709647200, 4, 48
1709647200, 5, 61
1709647500, 1, 64
1709647500, 2, 81
1709647500, 3, 56
1709647500, 4, 46
1709647500, 5, 102
1709647800, 1, 22
1709647800, 2, 68
1709647800, 3, 8
1709647800, 4, 50
1709647800, 5, 41
1709648100, 1, 30
1709648100, 2, 84
1709648100, 3, 42
1709648100, 4, 70
1709648100, 5, 62
1709648400, 1, 43
1709648400, 2, 44
1709648400, 3, 27
1709648400, 4, 54
1709648400, 5, 39
1709648700, 1, 32
1709648700, 2, 26
1709648700, 3, 64
1709648700, 4, 72
1709648700, 5, 43
1709649000, 1, 48
1709649000, 2, 27
1709649000, 3, 47
1709649000, 4, 91
1709649000, 5, 46
1709649300, 1, 55
1709649300, 2, 58
1709649300, 3, 57
1709649300, 4, 81
1709649300, 5, 48
1709649600, 1, 36
1709649600, 2, 64
1709649600, 3, 74
1709649600, 4, 53
1709649600, 5, 64
1709649900, 1, 39
1709649900, 2, 76
1709649900, 3, 33
1709649900, 4, 72
1709649900, 5, 46
1709650200, 1, 44
1709650200, 2, 65
1709650200, 3, 27
1709650200, 4, 35
1709650200, 5, 67
1709650500, 1, 36
1709650500, 2, 44
1709650500, 3, 45
1709650500, 4, 54
1709650500, 5, 44
1709650800, 1, 28
1709650800, 2, 59
1709650800, 3, 49
1709650800, 4, 62
1709650800, 5, 63
1709651100, 1, 54
1709651100, 2, 65
1709651100, 3, 79
1709651100, 4, 61
1709651100, 5, 51
1709651400, 1, 48
1709651400, 2, 37
1709651400, 3, 25
1709651400, 4, 39
1709651400, 5, 32
1709651700, 1, 53
1709651700, 2, 51
1709651700, 3, 50
1709651700, 4, 35
1709651700, 5, 80
1709652000, 1, 78
1709652000, 2, 59
1709652000, 3, 60
1709652000, 4, 51
1709652000, 5, 55
1709652300, 1, 83
1709652300, 2, 71
1709652300, 3, 8
1709652300, 4, 41
1709652300, 5, 60
1709652600, 1, 33
1709652600, 2, 70
1709652600, 3, 20
1709652600, 4, 65
1709652600, 5, 21
1709652900, 1, 30
1709652900, 2, 58
1709652900, 3, 54
1709652900, 4, 81
1709652900, 5, 44
1709653200, 1, 48
1709653200, 2, 65
